Id;Type;Name;Schema;ParentId;ParentType;Title;Description;CustomField1;CustomField2;CustomField3
33860;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
33862;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
33864;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
33863;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
33866;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
33865;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
33867;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33868;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33869;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
33847;COLUMN;year;;5;STRUCTURE;;Year;;;
33878;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
33877;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
33876;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
33879;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
33880;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
33881;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
33882;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
33898;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
33897;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
33896;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
33875;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
33874;COLUMN;iesize;;5;STRUCTURE;;Initial establishment size;;;
33883;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
33884;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
33885;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
33887;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
33886;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
33888;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
33890;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
33889;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
33892;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
33891;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
33893;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33894;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33895;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
33873;COLUMN;year;;5;STRUCTURE;;Year;;;
33904;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
33903;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
33902;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
33905;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
33906;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
33907;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
33908;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
33924;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
33923;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
33922;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
33901;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
33900;COLUMN;ifsize;;5;STRUCTURE;;Initial firm size;;;
33909;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
33910;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
33911;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
33913;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
33912;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
33914;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
33916;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
33915;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
33918;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
33917;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
33919;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33920;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33921;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
33899;COLUMN;year;;5;STRUCTURE;;Year;;;
33930;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
33929;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
33928;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
33931;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
33932;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
33933;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
33934;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
33950;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
33949;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
33948;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
33927;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
33935;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
33936;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
33937;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
33939;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
33938;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
33940;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
33942;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
33941;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
33944;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
33943;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
33926;COLUMN;metro;;5;STRUCTURE;;Metro/Non-Metro;;;
33945;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33946;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33947;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
33925;COLUMN;year;;5;STRUCTURE;;Year;;;
33982;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
33981;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
33980;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
33983;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
33984;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
33985;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
33986;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
34002;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
34001;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
34000;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
33979;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
33987;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
33988;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
33989;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
33991;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
33990;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
33992;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
33994;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
33993;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
33996;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
33995;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
33997;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33998;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
33999;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
33978;COLUMN;sector;;5;STRUCTURE;;Sector;;;
33977;COLUMN;year;;5;STRUCTURE;;Year;;;
34008;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
34007;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
34006;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
34009;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
34010;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
34011;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
34012;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
34028;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
34027;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
34026;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
34005;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
34013;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
34014;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
34015;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
34017;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
34016;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
34018;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
34020;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
34019;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
34022;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
34021;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
34023;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
34024;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
34025;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
34004;COLUMN;st;;5;STRUCTURE;;State;;;
34003;COLUMN;year;;5;STRUCTURE;;Year;;;
34033;COLUMN;denom;;5;STRUCTURE;(DHS) denominator;(DHS) denominator;;;
34032;COLUMN;emp;;5;STRUCTURE;Employees;Number of employees associated with firm deaths during the last 12 months;;;
34031;COLUMN;estabs;;5;STRUCTURE;Establishments;Number of establishments associated with firm deaths during the last 12 months;;;
34034;COLUMN;estabs_entry;;5;STRUCTURE;;Number of establishments born during the last 12 months;;;
34035;COLUMN;estabs_entry_rate;;5;STRUCTURE;;Rate of establishments born during the last 12 months;;;
34036;COLUMN;estabs_exit;;5;STRUCTURE;;Number of establishments exited during the last 12 months;;;
34037;COLUMN;estabs_exit_rate;;5;STRUCTURE;;Rate of establishments exited during the last 12 months;;;
34053;COLUMN;firmdeath_emp;;5;STRUCTURE;;;;;
34052;COLUMN;firmdeath_estabs;;5;STRUCTURE;;;;;
34051;COLUMN;firmdeath_firms;;5;STRUCTURE;;;;;
34030;COLUMN;firms;;5;STRUCTURE;Firms;Number of firms that exited during the last 12 months;;;
34038;COLUMN;job_creation;;5;STRUCTURE;;Number of jobs created from expanding and opening establishments during the last 12 months;;;
34039;COLUMN;job_creation_births;;5;STRUCTURE;;Number of jobs created from opening establishments during the last 12 months;;;
34040;COLUMN;job_creation_continuers;;5;STRUCTURE;;Number of jobs created from expanding establishments during the last 12 months;;;
34042;COLUMN;job_creation_rate;;5;STRUCTURE;;Rate of jobs created from expanding and opening establishments during the last 12 months;;;
34041;COLUMN;job_creation_rate_births;;5;STRUCTURE;;Rate of jobs created from opening establishments during the last 12 months;;;
34043;COLUMN;job_destruction;;5;STRUCTURE;;Number of jobs lost from contracting and closing establishments during the last 12 months;;;
34045;COLUMN;job_destruction_continuers;;5;STRUCTURE;;Number of jobs lost from contracting establishments during the last 12 months;;;
34044;COLUMN;job_destruction_deaths;;5;STRUCTURE;;Number of jobs lost from closing establishments during the last 12 months;;;
34047;COLUMN;job_destruction_rate;;5;STRUCTURE;;Rate of jobs lost from contracting and closing establishments during the last 12 months;;;
34046;COLUMN;job_destruction_rate_deaths;;5;STRUCTURE;;Rate of jobs lost from closing establishments during the last 12 months;;;
34048;COLUMN;net_job_creation;;5;STRUCTURE;;Number of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
34049;COLUMN;net_job_creation_rate;;5;STRUCTURE;;Rate of net jobs created from expanding/contracting and opening/closing establishments during the last 12 months;;;
34050;COLUMN;reallocation_rate;;5;STRUCTURE;;Rate of reallocation during the last 12 months;;;
34029;COLUMN;year;;5;STRUCTURE;;Year;;;
34054;COLUMN;2015_rank;;5;STRUCTURE;;2015 company Fortune 500 rank;;;
34056;COLUMN;2015_revenues_m;;5;STRUCTURE;;Revenue in millions USD;;;
34055;COLUMN;Company;;5;STRUCTURE;;Company name;;;
34249;COLUMN;_id;;5;STRUCTURE;Zip;holds the zip code as a string;;;
34245;COLUMN;city;;5;STRUCTURE;City name;holds the city name. A city can have more than one zip code associated with it as different sections of the city can each have a different zip code;;;
34246;COLUMN;loc;;5;STRUCTURE;Location;holds the location as a longitude latitude pair;;;
34247;COLUMN;pop;;5;STRUCTURE;Population;holds the population;;;
34248;COLUMN;state;;5;STRUCTURE;State;holds the two letter state abbreviation;;;
34251;COLUMN;cik_str;;34250;COLUMN;Central Index Key (CIK);The Central Index Key (CIK) is used on the SEC's computer systems to identify corporations and individual people who have filed disclosure with the SEC.;;;
34250;COLUMN;N;;5;STRUCTURE;;Document that holds information about specific company;;;
34252;COLUMN;ticker;;34250;COLUMN;Company ticker;"Company ticker, e.g. ""AAPL""";;;
34253;COLUMN;title;;34250;COLUMN;Company name;"Company name, e.g. ""Apple Inc.""";;;
34261;COLUMN;@id;;34260;COLUMN;;"3 digit code, e.g. ""USA""";;;
34271;COLUMN;@id;;34264;COLUMN;;"Region 3 digit code, e.g. ""NAC""";;;
34273;COLUMN;@id;;34265;COLUMN;;;;;
34275;COLUMN;@id;;34266;COLUMN;;"Income Level 3 digit code, e.g. ""HIC""";;;
34277;COLUMN;@id;;34267;COLUMN;;;;;
34272;COLUMN;@iso2code;;34264;COLUMN;;"Region ISO 2 Code, e.g. ""XU""";;;
34274;COLUMN;@iso2code;;34265;COLUMN;;;;;
34276;COLUMN;@iso2code;;34266;COLUMN;;"Income Level ISO 2 Code, e.g. ""XD""";;;
34278;COLUMN;@iso2code;;34267;COLUMN;;;;;
34255;COLUMN;@page;;34254;COLUMN;;;;;
34256;COLUMN;@pages;;34254;COLUMN;;;;;
34257;COLUMN;@per_page;;34254;COLUMN;;;;;
34258;COLUMN;@total;;34254;COLUMN;;;;;
34259;COLUMN;@xmlns:wb;;34254;COLUMN;;;;;
34265;COLUMN;wb:adminregion;;34260;COLUMN;;;;;
34268;COLUMN;wb:capitalCity;;34260;COLUMN;Capital City;Capital City;;;
34254;COLUMN;wb:countries;;5;STRUCTURE;;Root element;;;
34260;COLUMN;wb:country;;34254;COLUMN;;Country;;;
34266;COLUMN;wb:incomeLevel;;34260;COLUMN;Income Level;"Income Level, e.g. ""High income""";;;
34262;COLUMN;wb:iso2Code;;34260;COLUMN;Country ISO 2 code;Country ISO 2 code;;;
34270;COLUMN;wb:latitude;;34260;COLUMN;Latitude;Latitude;;;
34267;COLUMN;wb:lendingType;;34260;COLUMN;Lending Type;Lending Type;;;
34269;COLUMN;wb:longitude;;34260;COLUMN;Longitude;Longitude;;;
34263;COLUMN;wb:name;;34260;COLUMN;Country name;"Country name, e.g. ""United States""";;;
34264;COLUMN;wb:region;;34260;COLUMN;Region;"Region, e.g. ""North America""";;;
34279;COLUMN;_id;;4;TABLE;;Document ID;;;
34280;COLUMN;first_name;;4;TABLE;;First name;;;
34282;COLUMN;job_title;;4;TABLE;;Employee job title;;;
34281;COLUMN;last_name;;4;TABLE;;Last name;;;
34283;COLUMN;_id;;4;TABLE;;Document ID;;;
34290;COLUMN;budget;;34286;COLUMN;;Program budget;;;
34286;COLUMN;deails;;4;TABLE;;Program details;;;
34288;COLUMN;director_id;;34286;COLUMN;;Program director ID;;;
34287;COLUMN;goals;;34286;COLUMN;;A summary of program goals;;;
34284;COLUMN;name;;4;TABLE;;Program name;;;
34285;COLUMN;projects;;4;TABLE;;List of IDs of program projects;;;
34289;COLUMN;start_year;;34286;COLUMN;;Year the program was started;;;
34291;COLUMN;_id;;4;TABLE;;Document ID;;;
34295;COLUMN;budget;;4;TABLE;;Project budget;;;
34293;COLUMN;description;;4;TABLE;;Project description;;;
34297;COLUMN;end_date;;4;TABLE;;Project end date;;;
34294;COLUMN;manager_id;;4;TABLE;;ID of project manager ;;;
34292;COLUMN;name;;4;TABLE;;Project name;;;
34298;COLUMN;participants;;4;TABLE;;Project participants;;;
34299;COLUMN;person_id;;34298;COLUMN;;Participant person ID;;;
34300;COLUMN;role;;34298;COLUMN;;Participant role name;;;
34296;COLUMN;start_date;;4;TABLE;;Project start date;;;
34396;COLUMN;roles;;6;GRAPH_EDGE;;Roles which an actor played in a movie.;;;
34398;COLUMN;rating;;6;GRAPH_EDGE;;Rating score.;;;
34397;COLUMN;summary;;6;GRAPH_EDGE;;Summary of a review.;;;
34401;COLUMN;released;;6;GRAPH_NODE;;Year of a movie's release.;;;
34399;COLUMN;tagline;;6;GRAPH_NODE;;Optional tagline - short text which serves to clarify an idea of a movie.;;;
34400;COLUMN;title;;6;GRAPH_NODE;;Movie's title.;;;
34402;COLUMN;born;;6;GRAPH_NODE;;The year in which a person was born.;;;
34403;COLUMN;name;;6;GRAPH_NODE;;First and last name of a person.;;;
34404;COLUMN;_id;;7;SEARCH_INDEX;;Document id;;;
34405;COLUMN;account_number;;7;SEARCH_INDEX;;Client's account number;;;
34406;COLUMN;address;;7;SEARCH_INDEX;;Client's addres;;;
34407;COLUMN;age;;7;SEARCH_INDEX;;Client's age;;;
34408;COLUMN;balance;;7;SEARCH_INDEX;;Clients's account's balance;;;
34409;COLUMN;city;;7;SEARCH_INDEX;;City in which client lives;;;
34410;COLUMN;email;;7;SEARCH_INDEX;;Client's email address;;;
34411;COLUMN;employer;;7;SEARCH_INDEX;;Client's employer;;;
34412;COLUMN;firstname;;7;SEARCH_INDEX;;Client's first name;;;
34413;COLUMN;gender;;7;SEARCH_INDEX;;Client's gender;;;
34414;COLUMN;lastname;;7;SEARCH_INDEX;;Client's last name;;;
34415;COLUMN;state;;7;SEARCH_INDEX;;Two letter code uf US state (e.g. Texas - TX);;;
34416;COLUMN;_id;;7;SEARCH_INDEX;;Document ID;;;
34448;COLUMN;_id;;34434;COLUMN;;ID;;;
34449;COLUMN;base_price;;34434;COLUMN;;Base price of product;;;
34450;COLUMN;base_unit_price;;34434;COLUMN;;Base price of product in EUR;;;
34417;COLUMN;category;;7;SEARCH_INDEX;;Product category ;;;
34451;COLUMN;category;;34434;COLUMN;;Product's category;;;
34443;COLUMN;city_name;;34430;COLUMN;;City name;;;
34444;COLUMN;continent_name;;34430;COLUMN;;Continent name;;;
34445;COLUMN;country_iso_code;;34430;COLUMN;;Two letters country ISO code (e.g. Morroco - MO);;;
34452;COLUMN;created_on;;34434;COLUMN;;Date when product was created;;;
34418;COLUMN;currency;;7;SEARCH_INDEX;;Currency of price;;;
34419;COLUMN;customer_birth_date;;7;SEARCH_INDEX;;Customer's birth date;;;
34420;COLUMN;customer_first_name;;7;SEARCH_INDEX;;Customer's first name;;;
34421;COLUMN;customer_full_name;;7;SEARCH_INDEX;;Customer's full name;;;
34422;COLUMN;customer_gender;;7;SEARCH_INDEX;;Customer's gender;;;
34423;COLUMN;customer_id;;7;SEARCH_INDEX;;ID of customer's document;;;
34424;COLUMN;customer_last_name;;7;SEARCH_INDEX;;Customer's last name;;;
34425;COLUMN;customer_phone;;7;SEARCH_INDEX;;Customer's phone;;;
34442;COLUMN;dataset;;34429;COLUMN;;-;;;
34426;COLUMN;day_of_week;;7;SEARCH_INDEX;;Name of purchase weekday;;;
34427;COLUMN;day_of_week_i;;7;SEARCH_INDEX;;Number of purchase weekday, 0, 0) (Monday = 1, Tuesday = 2, . Sunday = 7) ;;;
34453;COLUMN;discount_amount;;34434;COLUMN;;Discount amount in base currency;;;
34454;COLUMN;discount_percentage;;34434;COLUMN;;Percent of base price;;;
34428;COLUMN;email;;7;SEARCH_INDEX;;Customer's email address;;;
34429;COLUMN;event;;7;SEARCH_INDEX;;-;;;
34430;COLUMN;geoip;;7;SEARCH_INDEX;;Geographical details provided by user;;;
34446;COLUMN;location;;34430;COLUMN;;Coordinates of provided location;;;
34431;COLUMN;manufacturer;;7;SEARCH_INDEX;;Manufacter of purchased product;;;
34455;COLUMN;manufacturer;;34434;COLUMN;;Manufacturer of product;;;
34456;COLUMN;min_price;;34434;COLUMN;;Minimal possible price of product;;;
34432;COLUMN;order_date;;7;SEARCH_INDEX;;Order date;;;
34433;COLUMN;order_id;;7;SEARCH_INDEX;;ID of order's document;;;
34457;COLUMN;price;;34434;COLUMN;;Price of product after discount;;;
34458;COLUMN;product_id;;34434;COLUMN;;Product id;;;
34459;COLUMN;product_name;;34434;COLUMN;;Product name;;;
34434;COLUMN;products;;7;SEARCH_INDEX;;Purchased product details;;;
34460;COLUMN;quantity;;34434;COLUMN;;Quantity of purchased product;;;
34447;COLUMN;region_name;;34430;COLUMN;;Region name in country;;;
34435;COLUMN;sku;;7;SEARCH_INDEX;;Stock keeping unit;;;
34461;COLUMN;sku;;34434;COLUMN;;Stock keeping unit;;;
34462;COLUMN;tax_amount;;34434;COLUMN;;Tax amount;;;
34463;COLUMN;taxful_price;;34434;COLUMN;;Price with tax included;;;
34436;COLUMN;taxful_total_price;;7;SEARCH_INDEX;;Total price wiith tax included;;;
34464;COLUMN;taxless_price;;34434;COLUMN;;Price without tax;;;
34437;COLUMN;taxless_total_price;;7;SEARCH_INDEX;;Total price wiithout tax;;;
34438;COLUMN;total_quantity;;7;SEARCH_INDEX;;Total quantity;;;
34439;COLUMN;total_unique_products;;7;SEARCH_INDEX;;Number of unique products purchased;;;
34440;COLUMN;type;;7;SEARCH_INDEX;;Type of document;;;
34465;COLUMN;unit_discount_amount;;34434;COLUMN;;Discount amount.;;;
34441;COLUMN;user;;7;SEARCH_INDEX;;Username of customer;;;
34466;COLUMN;_id;;7;SEARCH_INDEX;;Document ID;;;
34467;COLUMN;AvgTicketPrice;;7;SEARCH_INDEX;;Average ticket price for a flight;;;
34468;COLUMN;Cancelled;;7;SEARCH_INDEX;;If flight was cancelled (true/false);;;
34469;COLUMN;Carrier;;7;SEARCH_INDEX;;Carrier name;;;
34492;COLUMN;dayOfWeek;;7;SEARCH_INDEX;;Flight take off da, 0, 0) (Monday = 1, Tuesday = 2, . Sunday = 7) ;;;
34470;COLUMN;Dest;;7;SEARCH_INDEX;;Destination airport name;;;
34471;COLUMN;DestAirportID;;7;SEARCH_INDEX;;Destination arport ID ;;;
34472;COLUMN;DestCityName;;7;SEARCH_INDEX;;Destination city name;;;
34473;COLUMN;DestCountry;;7;SEARCH_INDEX;;Two letter code of destination country;;;
34474;COLUMN;DestLocation;;7;SEARCH_INDEX;;Destination location coordinates;;;
34475;COLUMN;DestRegion;;7;SEARCH_INDEX;;Destination region code;;;
34476;COLUMN;DestWeather;;7;SEARCH_INDEX;;Weather at destination airport;;;
34477;COLUMN;DistanceKilometers;;7;SEARCH_INDEX;;Distance in kilometers;;;
34478;COLUMN;DistanceMiles;;7;SEARCH_INDEX;;Distance in miles;;;
34479;COLUMN;FlightDelay;;7;SEARCH_INDEX;;If flight was delayed (true / No Delay);;;
34480;COLUMN;FlightDelayMin;;7;SEARCH_INDEX;;Flight delay in mins;;;
34481;COLUMN;FlightDelayType;;7;SEARCH_INDEX;;Reason of flight delay;;;
34482;COLUMN;FlightNum;;7;SEARCH_INDEX;;Flight id number;;;
